Fondo;Descripción;Centro;Sección;Programa;Subconcepto;Programa de Financiación;Definición proyecto;Descripción del proyecto;Distrito;Texto Distrito;Línea Inversión;Descripción Línea de Inversión;Sublíne de Inversión;Descripción Sublíne de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Cred. Inicial;Modifc. ;C. Definitivo ;C Disponible;Re. Pte. Util.;C. Autorizado;C. Dispuesto;Obl. Reconoc.;C. Ordenado;Pagos Real
;;001;217;32101;63200;2014/000053;2014/020053;COLEGIO PÚBLICO MANUEL DE FALLA, AV. REAL DE PINTO, 27. OBRAS DE CONSERVACIÓN;217;VILLAVERDE;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;42.441,22;42.441,22;0,00;0,00;42.441,22;42.441,22;42.441,22;0,00;42.441,22
;;001;217;32101;63200;2014/000053;2014/030053;COLEGIO PÚBLICO DÁMASO ALONSO, AV. ESPINELA, 1. OBRAS DE CONSERVACIÓN;217;VILLAVERDE;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;8.003,18;8.003,18;0,00;0,00;8.003,18;8.003,18;8.003,18;0,00;8.003,18
;;001;217;32101;63200;2014/000053;2014/040053;COLEGIO PÚBLICO CIUDAD DE CÓRDOBA, C/ LILLO S/N. OBRAS DE CONSERVACIÓN;217;VILLAVERDE;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;2.809,83;2.809,83;0,00;0,00;2.809,83;2.809,83;2.809,83;0,00;2.809,83
;;001;217;32101;63200;2014/000053;2014/050053;COLEGIO PÚBLICO AZORÍN, C/ GODELLA, 57. OBRAS DE CONSERVACIÓN;217;VILLAVERDE;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;22.380,82;22.380,82;0,00;0,00;22.380,82;22.380,82;22.380,82;0,00;22.380,82
;;001;217;32101;63200;2014/000053;2014/060053;COLEGIO PÚBLICO ANTONIO DE NEBRIJA, C/ JUAN JOSÉ MARTÍNEZ SECO, 77. CONSERVACIÓN;217;VILLAVERDE;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;20.926,44;20.926,44;0,00;0,00;20.926,44;20.926,44;20.926,44;0,00;20.926,44
;;001;217;32101;63200;2014/000053;2014/080053;COLEGIO PÚBLICO AUSIAS MARCH, C/ ESTEFANITA, 11. OBRAS DE CONSERVACIÓN;217;VILLAVERDE;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;29.062,61;29.062,61;0,00;0,00;29.062,61;29.062,61;29.062,61;0,00;29.062,61
;;001;217;32101;63200;2014/000053;2014/090053;COLEGIO PÚBLICO CIUDAD DE BARCELONA, AV. VERBENA DE LA PALOMA, 14. CONSERVACIÓN;217;VILLAVERDE;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;26.808,63;26.808,63;0,00;0,00;26.808,63;26.808,63;26.808,63;0,00;26.808,63
;;001;217;32101;63200;2014/000053;2014/110053;COLEGIO PÚBLICO CRISTÓBAL COLÓN. OBRAS DE CONSERVACIÓN;217;VILLAVERDE;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;44.993,65;44.993,65;0,00;0,00;44.993,65;44.993,65;44.993,65;0,00;44.993,65
;;001;217;32101;63200;2014/000053;2014/120053;COLEGIO PÚBLICO EL ESPINILLO, C/ UNANIMIDAD, 1. OBRAS DE CONSERVACIÓN;217;VILLAVERDE;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;21.900,04;21.900,04;0,00;0,00;21.900,04;21.900,04;21.900,04;0,00;21.900,04
;;001;217;32101;63200;2014/000053;2014/130053;COLEGIO PÚBLICO EL GRECO, C/ ESTEFANITA, 7. OBRAS DE CONSERVACIÓN;217;VILLAVERDE;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;8.627,56;8.627,56;0,00;0,00;8.627,56;8.627,56;8.627,56;0,00;8.627,56
;;001;217;32101;63200;2014/000053;2014/140053;COLEGIO PÚBLICO JUAN DE LA CIERVA, C/ VILLARROSA, 7. OBRAS DE CONSERVACIÓN;217;VILLAVERDE;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;237,42;237,42;0,00;0,00;237,42;237,42;237,42;0,00;237,42
;;001;217;32101;63200;2014/000053;2014/150053;COLEGIO PÚBLICO NAVAS DE TOLOSA, C/ BENIMAMET, 109. OBRAS DE CONSERVACIÓN;217;VILLAVERDE;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;16.417,41;16.417,41;0,00;0,00;16.417,41;16.417,41;16.417,41;0,00;16.417,41
;;001;217;32101;63200;2014/000053;2014/160053;COLEGIO PÚBLICO RAMÓN GÓMEZ DE LA SERNA, C/ GODELLA, 170. OBRAS DE CONSERVACIÓN;217;VILLAVERDE;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;24.645,23;24.645,23;0,00;0,00;24.645,23;24.645,23;24.645,23;0,00;24.645,23
;;001;217;32101;63200;2014/000053;2014/180053;COLEGIO PÚBLICO SAGUNTO, C/ PATERNA, 14. OBRAS DE CONSERVACIÓN;217;VILLAVERDE;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;19.819,02;19.819,02;0,00;0,00;19.819,02;19.819,02;19.819,02;0,00;19.819,02
;;001;217;32101;63200;2014/000053;2014/190053;COLEGIO PÚBLICO SAN CARLOS, C/ GEOLOGÍA, 2. OBRAS DE CONSERVACIÓN;217;VILLAVERDE;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;4.888,42;4.888,42;0,00;0,00;4.888,42;4.888,42;4.888,42;0,00;4.888,42
;;001;217;32101;63200;2014/000053;2014/210053;ESCUELA INFANTIL LA LUNA, C/ BENIMAMET, 109. OBRAS DE CONSERVACIÓN;217;VILLAVERDE;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;2.619,16;2.619,16;0,00;0,00;2.619,16;2.619,16;2.619,16;0,00;2.619,16
;;001;217;32101;63200;2014/000053;2014/220053;COLEGIO PÚBLICO JUAN DE LA CIERVA, C/ VILLARROSA, 7. OBRAS DE ACONDICIONAMIENTO;217;VILLAVERDE;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;50.749,60;50.749,60;0,00;0,00;50.749,60;50.749,60;50.749,60;0,00;50.749,60
;;001;217;32101;63200;2014/000053;2014/230053;C.P. ANTONIO DE NEBRIJA. OBRAS DE ACONDICIONAMIENTO;217;VILLAVERDE;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;47.011,50;47.011,50;0,00;0,00;47.011,50;47.011,50;47.011,50;0,00;47.011,50
;;001;217;32101;63200;2014/000053;2014/240053;COLEGIO PÚBLICO CIUDAD DE LOS ÁNGELES. OBRAS DE ACONDICIONAMIENTO;217;VILLAVERDE;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;51.787,99;51.787,99;0,00;0,00;51.787,99;51.787,99;51.787,99;0,00;51.787,99
;;001;217;32101;63200;2014/000053;2014/250053;COLEGIO PÚBLICO CIUDAD DE CÓRDOBA, C/ LILLO S/N. OBRAS DE ACONDICIONAMIENTO;217;VILLAVERDE;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;58.076,92;58.076,92;0,00;0,00;58.076,92;58.076,92;58.076,92;0,00;58.076,92
;;001;217;32101;63200;2014/000053;2014/260053;COLEGIO PÚBLICA REPÚBLICA DEL SALVADOR. REPARACIÓN PARCIAL CUBIERTA Y OTRAS;217;VILLAVERDE;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;25.499,31;25.499,31;0,00;0,00;25.499,31;25.499,31;25.499,31;0,00;25.499,31
;;001;217;32101;63200;2014/000053;2014/270053;COLEGIO PÚBLICO SAN CARLOS, C/ GEOLOGÍA, 2. OBRAS DE REFORMA;217;VILLAVERDE;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;27.898,29;27.898,29;0,00;0,00;27.898,29;27.898,29;27.898,29;0,00;27.898,29
;;001;217;32101;63200;2014/000053;2014/280053;COLEGIO PÚBLICO EL ESPINILLO, C/ UNANIMIDAD, 1. OBRAS DE ACONDICIONAMIENTO;217;VILLAVERDE;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;41.977,28;41.977,28;0,00;0,00;41.977,28;41.977,28;41.977,28;0,00;41.977,28
;;001;217;32101;63200;2014/000053;2014/290053;COLEGIO PÚBLICO RAMÓN GÓMEZ DE LA SERNA. OBRAS DE ACONDICIONAMIENTO;217;VILLAVERDE;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;28.751,72;28.751,72;0,00;0,00;28.751,72;28.751,72;28.751,72;0,00;28.751,72
;;001;217;32101;63200;2014/000053;2014/300053;COLEGIO PÚBLICO REPÚBLICA DEL SALVADOR. REPARACIÓN PISTAS EN PATIO SUR-ESTE;217;VILLAVERDE;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;49.217,51;49.217,51;0,00;0,00;49.217,51;49.217,51;49.217,51;0,00;49.217,51
;;001;217;32101;63200;2014/000053;2014/310053;COLEGIO PÚBLICO LOS ROSALES. OBRAS DE CONSERVACIÓN;217;VILLAVERDE;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;31.509,31;31.509,31;0,00;0,00;31.509,31;31.509,31;31.509,31;0,00;31.509,31
;;001;217;34101;62300;2014/000071;2014/000071;EQUIPAMIENTO CENTRO DEPORTIVO PLATA Y CASTAÑAR, Pº PLATA Y CASTAÑAR, 7 Y 9;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;20.000,00;20.000,00;40.000,00;2.167,92;3.722,68;34.109,40;34.109,40;34.109,40;0,00;0,00
;;001;217;34101;62599;2014/000071;2014/000071;EQUIPAMIENTO CENTRO DEPORTIVO PLATA Y CASTAÑAR, Pº PLATA Y CASTAÑAR, 7 Y 9;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;5.500,00;5.500,00;5.500,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;217;34101;63200;2014/000054;2014/000054;OBRAS CONSERVACIÓN INSTALACIONES DEPORTIVAS DISTRITO VILLAVERDE;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;359.900,00;-359.852,98;47,02;47,02;0,00;0,00;0,00;0,00;0,00;0,00
;;001;217;34101;63200;2014/000054;2014/010054;CENTRO DEPORTIVO FÉLIX RUBIO, C/ ALIANZA, S/N. OBRAS DE CONSERVACIÓN;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;517,34;517,34;0,00;0,00;517,34;517,34;517,34;0,00;517,34
;;001;217;34101;63200;2014/000054;2014/020054;CENTRO DEPORTIVO SAN CRISTÓBAL, PZA. LOS PINAZO, 9. OBRAS DE CONSERVACIÓN;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;55,85;55,85;0,00;0,00;55,85;55,85;55,85;0,00;55,85
;;001;217;34101;63200;2014/000054;2014/030054;CENTRO DEPORTIVO RAÚL GONZÁLEZ, PARQUE DEHESA BOYAL. OBRAS DE CONSERVACIÓN;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;35,55;35,55;0,00;0,00;35,55;35,55;35,55;0,00;35,55
;;001;217;34101;63200;2014/000054;2014/040054;CENTRO DEPORTIVO EL ESPINILLO, CRTA. VILLAVERDE A VALLECAS, 19. CONSERVACIÓN;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;11.797,62;11.797,62;0,00;0,00;11.797,62;11.797,62;11.797,62;0,00;11.797,62
;;001;217;34101;63200;2014/000054;2014/050054;CENTRO DEPORTIVO PLATA Y CASTAÑAR, Pº PLATA Y CASTAÑAR, 7. CONSERVACIÓN;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;33.618,00;33.618,00;0,00;0,00;33.618,00;33.618,00;33.618,00;0,00;33.618,00
;;001;217;34101;63200;2014/000054;2014/060054;DEPORTIVO BÁSICO LOS ROSALES II, AV. LOS ROSALES, 135. OBRAS DE CONSERVACIÓN;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;0,00;96,24;96,24;0,00;0,00;96,24;96,24;96,24;0,00;96,24
;;001;217;34101;63200;2014/000054;2014/070054;DEPORTIVO BÁSICO EL ESPINILLO I, C/ TERTULIA, 7. OBRAS DE CONSERVACIÓN;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;0,00;5.869,38;5.869,38;0,00;0,00;5.869,38;5.869,38;5.869,38;0,00;5.869,38
;;001;217;93302;63200;2014/000052;2014/150052;CENTRO CULTURAL MARCONI, C/ SAN EUSTAQUIO, 25. OBRAS DE CONSERVACIÓN;217;VILLAVERDE;10;CULTURA;03;CENTROS CULTURALES;;;;;;;0,00;21.153,12;21.153,12;0,00;0,00;21.153,12;21.153,12;21.153,12;0,00;21.153,12
;;001;217;93302;63200;2014/000052;2014/160052;CENTRO CULTURAL SANTA PETRONILA, C/ MARÍA MARTÍNEZ OVIOL, 12. CONSERVACIÓN;217;VILLAVERDE;10;CULTURA;03;CENTROS CULTURALES;;;;;;;0,00;29.367,65;29.367,65;0,00;0,00;29.367,65;29.367,65;29.367,65;0,00;16.127,14
;;001;217;93302;63200;2014/000052;2014/170052;CENTRO OCUPACIONAL TALLER JARDINERÍA VILLAVERDE. OBRAS DE ACONDICIONAMIENTO;217;VILLAVERDE;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;;;;;;;0,00;25.774,38;25.774,38;0,00;0,00;25.774,38;25.774,38;25.774,38;0,00;25.774,38
;;001;217;93302;63200;2014/000052;2014/180052;CENTRO DE MAYORES DE VILLALONSO. OBRAS DE ACONDICIONAMIENTO;217;VILLAVERDE;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;;;;;;;0,00;27.496,03;27.496,03;0,00;0,00;27.496,03;27.496,03;27.496,03;0,00;0,00
;;001;217;93302;63200;2014/007123;2014/007123;IFS-CENTRO CULTURAL BOHEMIOS. ELIMINACIÓN DE BARRERAS ARQUITECTÓNICAS;217;VILLAVERDE;10;CULTURA;03;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;46.286,31;46.286,31;0,00;0,00;46.286,31;46.286,31;46.286,31;0,00;46.286,31
;;001;217;93302;63200;2014/007124;2014/007124;IFS-CENTRO DE MAYORES NUESTRA SEÑORA DE LOS ÁNGELES. CLIMATIZACIÓN;217;VILLAVERDE;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;14.500,00;14.500,00;0,00;2,53;14.497,47;14.497,47;14.497,47;0,00;14.497,47
;;001;217;93302;63200;2014/007125;2014/007125;IFS-CENTRO DE MAYORES JOSÉ ORTUÑO PONCE. CLIMATIZACIÓN;217;VILLAVERDE;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;56.000,00;56.000,00;0,00;1,65;55.998,35;55.998,35;55.998,35;0,00;55.998,35
;;001;217;93302;63200;2014/007126;2014/007126;IFS-EDIFICIO SEDE DISTRITO DE VILLAVERDE. ACONDICIONAMIENTO Y EFICIENCIA ENERGÉTICA;217;VILLAVERDE;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;108.200,00;108.200,00;0,00;112,30;108.087,70;108.087,70;108.087,70;0,00;35.197,99
;;001;217;93302;63200;2014/007127;2014/007127;IFS-CENTRO CULTURAL LOS ROSALES. SERVICIO DE CALEFACCIÓN CON GAS NATURAL;217;VILLAVERDE;10;CULTURA;03;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;71.001,37;71.001,37;0,00;0,00;71.001,37;71.001,37;71.001,37;0,00;13.237,94
;;001;217;93302;63200;2014/007128;2014/007128;IFS-CENTRO DE MAYORES Y SOCIAL VILLALONSO. REHABILITACIÓN FACHADA;217;VILLAVERDE;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;46.000,00;46.000,00;0,00;34,69;45.965,31;45.965,31;45.965,31;0,00;23.669,60
;;001;218;23106;62599;2014/000175;2014/000175;EQUIPAMIENTO SERVICIOS INCLUSIÓN SOCIAL- EMERGENCIAS VILLA VALLECAS;218;VILLA DE VALLECAS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;08;SAMUR - SOCIAL;;;;;;;0,00;500,00;500,00;117,23;0,00;382,77;382,77;382,77;0,00;382,77
;;001;218;23301;62599;2014/000181;2014/000181;EQUIPAMIENTO CENTRO MAYORES SANTA EUGENIA. C/VIRGEN DE LAS VIÑÁS, 1;218;VILLA DE VALLECAS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;;;;;;;0,00;100,00;100,00;15,01;0,00;84,99;84,99;84,99;0,00;84,99
;;001;218;32101;63200;2014/000056;2014/000056;CONSERVACIÓN COLEGIOS Y OTROS CENTROS EDUCATIVOS DISTRITO VILLA DE VALLECAS;218;VILLA DE VALLECAS;05;EDUCACIÓN;00;COLEGIOS;;;;;;;281.002,00;-279.862,48;1.139,52;1.139,52;0,00;0,00;0,00;0,00;0,00;0,00
;;001;218;32101;63200;2014/000056;2014/010056;COLEGIO PÚBLICO HONDURAS, Pº FEDERICO GARCÍA LORCA, 19. OBRAS DE CONSERVACIÓN;218;VILLA DE VALLECAS;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;14.818,37;14.818,37;0,00;0,00;14.818,37;14.818,37;14.818,37;0,00;14.818,37
;;001;218;32101;63200;2014/000056;2014/020056;COLEGIO PÚBLICO HONDURAS (PREESCOLAR). OBRAS DE CONSERVACIÓN;218;VILLA DE VALLECAS;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;17.868,24;17.868,24;0,00;0,00;17.868,24;17.868,24;17.868,24;0,00;17.868,24
;;001;218;32101;63200;2014/000056;2014/030056;COLEGIO PÚBLICO JUAN DE HERRERA, C/ ENRIQUE GARCÍA ÁLVAREZ, 11. CONSERVACIÓN;218;VILLA DE VALLECAS;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;15.689,83;15.689,83;0,00;0,00;15.689,83;15.689,83;15.689,83;0,00;15.689,83
;;001;218;32101;63200;2014/000056;2014/040056;COLEGIO PÚBLICO FRANCISCO FATOU, C/ CAMINO DE LA SUERTE, 23. CONSERVACIÓN;218;VILLA DE VALLECAS;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;29.878,59;29.878,59;0,00;0,00;29.878,59;29.878,59;29.878,59;0,00;29.878,59
;;001;218;32101;63200;2014/000056;2014/050056;COLEGIO PÚBLICO CIUDAD DE VALENCIA, CRTA. VALENCIA, 9. ACONDICIONAMIENTO;218;VILLA DE VALLECAS;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;58.944,82;58.944,82;0,00;0,00;58.944,82;58.944,82;58.944,82;0,00;58.944,82
;;001;218;32101;63200;2014/000056;2014/060056;COLEGIO PÚBLICO BLAS DE OTERO, C/ PUENTELARRA, 34. OBRAS DE CONSERVACIÓN;218;VILLA DE VALLECAS;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;44.054,08;44.054,08;0,00;0,00;44.054,08;44.054,08;44.054,08;0,00;44.054,08
;;001;218;32101;63200;2014/000056;2014/070056;COLEGIO PÚBLICO AGUSTÍN RODRÍGUEZ SAHAGÚN. OBRAS DE CONSERVACIÓN;218;VILLA DE VALLECAS;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;2.053,34;2.053,34;0,00;0,00;2.053,34;2.053,34;2.053,34;0,00;2.053,34
;;001;218;32101;63200;2014/000056;2014/080056;COLEGIO PÚBLICO JUAN GRIS, C/ MUELA DE SAN JUAN, 31. OBRAS DE ACONDICIONAMIENTO;218;VILLA DE VALLECAS;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;61.363,99;61.363,99;0,00;0,00;61.363,99;61.363,99;61.363,92;0,00;61.363,92
;;001;218;32101;63200;2014/000056;2014/090056;COLEGIO PÚBLICO LOYOLA DE PALACIO, C/EMBALSE DE NAVACERRADA, 60. CONSERVACIÓN;218;VILLA DE VALLECAS;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;38.926,40;38.926,40;0,00;0,00;38.926,40;38.926,40;38.926,40;0,00;13.813,96
;;001;218;32101;63200;2014/000056;2014/100056;COLEGIO PÚBLICO EL QUIJOTE, C/ FUENTIDUEÑA, 4. OBRAS DE ACONDICIONAMIENTO;218;VILLA DE VALLECAS;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;12.410,69;12.410,69;0,00;0,00;12.410,69;12.410,69;12.410,69;0,00;12.410,69
;;001;218;32101;63200;2014/000056;2014/110056;ESCUELA INFANTIL LA REVOLTOSA. OBRAS DE CONSERVACIÓN;218;VILLA DE VALLECAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;1.326,20;1.326,20;0,00;0,00;1.326,20;1.326,20;1.326,20;0,00;1.326,20
;;001;218;32101;63200;2014/000056;2014/120056;ESCUELA INFANTIL LOS SOBRINOS DEL CAPITÁN GRANT, AV. LA GAVIA, 22. CONSERVACIÓN;218;VILLA DE VALLECAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;0,00;630,54;630,54;0,00;0,00;630,54;630,54;630,54;0,00;630,54
;;001;218;32101;63200;2014/000056;2014/130056;ESCUELA DE MÚSICA VILLA DE VALLECAS, C/ AGUSTÍN GARCÍA MALLA, 4. CONSERVACIÓN;218;VILLA DE VALLECAS;05;EDUCACIÓN;03;ESCUELAS DE MÚSICA;;;;;;;0,00;4.397,39;4.397,39;0,00;0,00;4.397,39;4.397,39;4.397,39;0,00;4.397,39
;;001;218;34101;63200;2014/000057;2014/000057;OBRAS CONSERVACIÓN INSTALACIONES DEPORTIVAS DISTRITO VILLA DE VALLECAS;218;VILLA DE VALLECAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;220.875,00;-220.872,58;2,42;2,42;0,00;0,00;0,00;0,00;0,00;0,00
;;001;218;34101;63200;2014/000057;2014/010057;CENTRO DEPORTIVO CERRO ALMODÓVAR, CRTA. VALENCIA KM. 9,5. ACONDICIONAMIENTO;218;VILLA DE VALLECAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;178.873,45;178.873,45;0,00;0,00;178.873,45;178.873,45;178.873,45;0,00;167.413,22
;;001;218;34101;63200;2014/000057;2014/020057;CENTRO DEPORTIVO MIGUEL GUILLÉN PRIM, C/ FUENTIDUEÑA, 6. OBRAS DE CONSERVACIÓN;218;VILLA DE VALLECAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;21.252,86;21.252,86;0,00;0,00;21.252,86;21.252,86;21.252,86;0,00;21.252,86
;;001;218;34101;63200;2014/000057;2014/040057;DEPORTIVO BÁSICO PUENTELARRA, C/ PUENTELARRA, 12-16. OBRAS DE CONSERVACIÓN;218;VILLA DE VALLECAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;0,00;18.493,07;18.493,07;0,00;0,00;18.493,07;18.493,07;18.493,07;0,00;18.493,07
;;001;218;34101;63200;2014/000057;2014/050057;CAMPO DE FÚTBOL LA UNIÓN, C/ ENRIQUE GARCÍA ALVÁREZ, 2. OBRAS DE CONSERVACIÓN;218;VILLA DE VALLECAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;0,00;1.824,20;1.824,20;0,00;0,00;1.824,20;1.824,20;1.824,20;0,00;1.824,20
;;001;218;34101;63200;2014/000057;2014/060057;DEPORTIVO BÁSICO PARCELA 3.16, C/ ALTO DEL RETIRO, 2. OBRAS DE CONSERVACIÓN;218;VILLA DE VALLECAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;0,00;214,50;214,50;0,00;0,00;214,50;214,50;214,50;0,00;214,50
;;001;218;34101;63200;2014/000057;2014/070057;DEPORTIVO BÁSICO PARCELA 2.100, AV. CERRO MILANO, 1. OBRAS DE CONSERVACIÓN;218;VILLA DE VALLECAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;0,00;214,50;214,50;0,00;0,00;214,50;214,50;214,50;0,00;214,50
;;001;218;92001;62500;2014/000174;2014/000174;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO DE VILLA DE VALLECAS;218;VILLA DE VALLECAS;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;;;;;;;0,00;1.600,00;1.600,00;825,65;0,00;774,35;774,35;774,35;0,00;774,35
;;001;218;92001;62599;2014/000174;2014/000174;EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO DE VILLA DE VALLECAS;218;VILLA DE VALLECAS;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;;;;;;;0,00;1.100,00;1.100,00;105,92;0,00;994,08;994,08;994,08;0,00;994,08
;;001;218;93302;63200;2014/000055;2014/000055;OBRAS CONSERVACIÓN EDIFICIOS DISTRITO VILLA DE VALLECAS;218;VILLA DE VALLECAS;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;131.043,00;-131.011,92;31,08;31,08;0,00;0,00;0,00;0,00;0,00;0,00
;;001;218;93302;63200;2014/000055;2014/010055;EDIFICIO SEDE DISTRITO VILLA DE VALLECAS. OBRAS DE CONSERVACIÓN;218;VILLA DE VALLECAS;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;;;;;;;0,00;39.304,79;39.304,79;0,00;0,00;39.304,79;39.304,79;39.304,79;0,00;35.911,78
;;001;218;93302;63200;2014/000055;2014/020055;CENTRO DE MAYORES SANTA EUGENIA, C/ VIRGEN DE LAS VIÑAS, 1. CONSERVACIÓN;218;VILLA DE VALLECAS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;;;;;;;0,00;823,04;823,04;0,00;0,00;823,04;823,04;823,04;0,00;823,04
