Fondo;Descripción;Centro;Sección;Programa;Subconcepto;Programa de Financiación;Definición proyecto;Descripción proyecto de inversión;Distrito;Texto Distrito;Línea Inversión;Descripción Línea de Inversión;Sublíne de Inversión;Descripción Sublíne de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Cred. Inicial;Modifc. ;C. Definitivo ;C Disponible ;Re. Pte. Util.;C. Autorizado ;C. Dispuesto;Obl. Reconoc. ;C. Ordenado ;Pagos Real;
4;SC Y CE FINANC. CON RTG;001;218;93303;63200;2018/005851;2018/005851;IFS-DEPORTIVO BÁSICO COLONIA VILDA. CERRAMIENTO PERIMETRAL;218;VILLA DE VALLECAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;82000,00;82000,00;415,48;0,00;81584,52;81584,52;77917,91;0,00;77917,91;
4;SC Y CE FINANC. CON RTG;001;218;93303;63200;2018/005852;2018/005852;IFS-DEPORTIVO BÁSICO PARCELA 3.16. CERRAMIENTO PERIMETRAL Y ADECUACIÓN ALUMBRADO;218;VILLA DE VALLECAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;111000,00;111000,00;429,47;0,00;110570,53;110570,53;110559,24;0,00;110559,24;
4;SC Y CE FINANC. CON RTG;001;218;93303;63200;2018/005853;2018/005853;IFS-DEPORTIVO BÁSICO PARCELA 2.75. ADECUACIÓN PISTA SKATE Y CIRCUITO PARKOURT;218;VILLA DE VALLECAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;235000,00;235000,00;16,74;0,00;234983,26;234983,26;233557,75;0,00;217577,84;
4;SC Y CE FINANC. CON RTG;001;218;93303;63200;2018/005854;2018/005854;IFS-INSTALACIÓN DEPORTVIA BÁSICA CAMPO DE FÚTBOL LA UNIÓN. REFORMA GRADAS Y  MURO EXTERIOR;218;VILLA DE VALLECAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;100000,00;100000,00;1268,30;0,00;98731,70;98731,70;98731,43;0,00;98731,43;
4;SC Y CE FINANC. CON RTG;001;218;93303;63200;2018/005855;2018/005855;IFS-ESCUELA INFANTIL LA REVOLTOSA. ADECUACIÓN DE PATIOS PARA MEJORA DE ACCESIBILIDAD;218;VILLA DE VALLECAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;60000,00;60000,00;16143,89;0,00;43856,11;43856,11;43856,11;0,00;43856,11;
4;SC Y CE FINANC. CON RTG;001;218;93303;63200;2018/005856;2018/005856;IFS-ESCUELA INFANTIL LA REVOLTOSA. MEJORA SISTEMA DE VENTILACIÓN, SANEAMIENTO Y CERRAMIENTO;218;VILLA DE VALLECAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;20000,00;20000,00;4594,68;0,00;15405,32;15405,32;15405,32;0,00;15405,32;
4;SC Y CE FINANC. CON RTG;001;218;93303;63200;2018/005857;2018/005857;IFS-ESCUELA INFANTIL LOS SOBRINOS DEL CAPITÁN GRANT.  ACCESIBILIDAD Y FUNCIONALIDAD PATIOS;218;VILLA DE VALLECAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;60000,00;60000,00;15507,74;0,00;44492,26;44492,26;34764,15;0,00;34764,15;
4;SC Y CE FINANC. CON RTG;001;218;93303;63200;2018/005858;2018/005858;IFS-ESCUELA INFANTIL LOS SOBRINOS DEL CAPITÁN GRANT.MEJORAS VENTILACIÓN,SANEAMIENTO Y CERRAMIENTO;218;VILLA DE VALLECAS;05;EDUCACIÓN;01;ESCUELAS INFANTILES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;50000,00;50000,00;15388,30;0,00;34611,70;34611,70;34611,70;0,00;34611,70;
4;SC Y CE FINANC. CON RTG;001;218;93303;63200;2018/005859;2018/005859;IFS-COLEGIO PÚBLICO CIUDAD DEVALENCIA. REFORMA DE ASEOS Y OTRAS;218;VILLA DE VALLECAS;05;EDUCACIÓN;00;COLEGIOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;60000,00;60000,00;23126,61;0,00;36873,39;36873,39;36873,39;0,00;36873,39;
4;SC Y CE FINANC. CON RTG;001;218;93303;63200;2018/005860;2018/005860;IFS-CENTRO DEPORTIVO MIGUEL GUILLÉN PRIM. ADECUACIÓN FACHADA Y SISTEMA CLIMATIZACIÓN;218;VILLA DE VALLECAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;32000,00;32000,00;11892,38;0,00;20107,62;20107,62;20107,62;0,00;20107,62;
4;SC Y CE FINANC. CON RTG;001;218;93303;63200;2018/005861;2018/005861;IFS-CENTRO CULTURAL ZAZUAR. RENOVACIÓN DE SISTEMA DE CLIMATIZACIÓN;218;VILLA DE VALLECAS;10;CULTURA;03;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;17000,00;17000,00;1585,98;0,00;15414,02;15414,02;15282,38;0,00;15282,38;
4;SC Y CE FINANC. CON RTG;001;218;93303;63200;2018/005862;2018/005862;IFS-AUDITORIO VILLA DE VALLECAS. ADECUACIÓN PARA MEJORA DE ACCESIBILIDAD;218;VILLA DE VALLECAS;10;CULTURA;04;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;50000,00;50000,00;8982,79;0,00;41017,21;41017,21;38528,03;0,00;38528,03;
4;SC Y CE FINANC. CON RTG;001;218;93303;63200;2018/005863;2018/005863;IFS-BIBLIOTECA GERARDO DIEGO. OBRAS MEJORA ACCESIBILIDAD;218;VILLA DE VALLECAS;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;11000,00;11000,00;1282,95;0,00;9717,05;9717,05;9717,05;0,00;9717,05;
4;SC Y CE FINANC. CON RTG;001;218;93303;63200;2018/005864;2018/005864;IFS-BIBLIOTECA GERARDO DIEGO.  REMODELACIÓN DEL SALÓN DE ACTOS;218;VILLA DE VALLECAS;10;CULTURA;00;BIBLIOTECAS Y PATRIMONIO BIBLIOGRÁFICO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;220000,00;220000,00;2198,68;0,00;217801,32;217801,32;36990,27;0,00;36990,27;
4;SC Y CE FINANC. CON RTG;001;218;93303;63200;2018/005865;2018/005865;IFS-CENTRO CULTURAL FRANCISCO FATOU. MEJORAS FUNCIONALES Y DE EFICIENCIA ENERGÉTICA;218;VILLA DE VALLECAS;10;CULTURA;03;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;27000,00;27000,00;1187,24;0,00;25812,76;25812,76;25812,76;0,00;25812,76;
4;SC Y CE FINANC. CON RTG;001;218;93303;63200;2018/005866;2018/005866;IFS-CENTRO SERVICIOS SOCIALES FUENTIDUEÑA. MEJORA DE SISTEMA DE PROTECCIÓN SOLAR EN FACHADAS.;218;VILLA DE VALLECAS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;02;CENTROS DE SERVICIOS SOCIALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;50000,00;50000,00;216,10;0,00;49783,90;49783,90;46526,11;0,00;46526,11;
4;SC Y CE FINANC. CON RTG;001;218;93303;63200;2018/005867;2018/005867;IFS-LOCAL C/ ALTO DE LA SARTENILLA. ACONDICIONAMIENTO PARA ESPACIO INTERASOCIATIVO (ID 17: 4571);218;VILLA DE VALLECAS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;01;PARTICIPACIÓN CIUDADANA;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;70000,00;70000,00;743,12;0,00;69256,88;69256,88;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;218;93303;63200;2018/005868;2018/005868;IFS-LOCALES C/ HONRUBIA, 4. ADECUACIÓN PARA ESPACIO DE IGUALDAD;218;VILLA DE VALLECAS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;03;INFANCIA Y FAMILIA;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;100000,00;100000,00;1386,71;0,00;98613,29;98613,29;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;218;93303;63200;2018/005869;2018/005869;IFS-LOCAL C/BULEVAR DE LA NATURALEZA 2-8. ACONDICIONAMIENTO LOCAL PARA CENTRO DE EMPLEO (ID: 4247);218;VILLA DE VALLECAS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;105000,00;105000,00;5678,37;0,00;99321,63;99321,63;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;218;93303;63200;2018/005870;2018/005870;IFS-CENTRO JUVENIL EL ALEPH. ADECUACIÓN INSTALACIÓN ELÉCTRICA A NORMATIVA;218;VILLA DE VALLECAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;6000,00;6000,00;5024,32;0,00;975,68;975,68;975,68;0,00;975,68;
4;SC Y CE FINANC. CON RTG;001;218;93303;63200;2018/005871;2018/005871;IFS-CENTRO DE MAYORES SANTA EUGENCIA. ADECUACIÓN INSTALACIÓN ELÉCTRICA A NORMATIVA;218;VILLA DE VALLECAS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;8000,00;8000,00;6574,57;0,00;1425,43;1425,43;1425,43;0,00;1425,43;
4;SC Y CE FINANC. CON RTG;001;218;93303;63200;2018/005872;2018/005872;IFS-CENTRO CULTURAL ZAZUAR.  ADECUACIÓN INSTALACIÓN ELÉCTRICA A NORMATIVA;218;VILLA DE VALLECAS;10;CULTURA;03;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;8000,00;8000,00;3494,72;0,00;4505,28;4505,28;4505,28;0,00;4505,28;
4;SC Y CE FINANC. CON RTG;001;218;93303;63200;2018/005873;2018/005873;IFS-EDIFICIO SEDE DISTRITO VILLA DE VALLECAS. MEJORA ILUMINACIÓN EN ASEOS Y OTRAS;218;VILLA DE VALLECAS;00;INVERSIONES DE CARÁCTER GENERAL;02;SERVICIOS ADMINISTRATIVOS  TERRITORIALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;24000,00;24000,00;18,56;0,00;23981,44;23981,44;23981,44;0,00;23981,44;
4;SC Y CE FINANC. CON RTG;001;218;93303;63200;2018/005874;2018/005874;IFS-ESCUELA DE MÚSICA VILLA DE VALLECAS. OBRAS DE MEJORA ACCESIBILIDAD;218;VILLA DE VALLECAS;05;EDUCACIÓN;03;ESCUELAS DE MÚSICA;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;120000,00;120000,00;32279,40;0,00;87720,60;87720,60;87720,59;0,00;87720,59;
4;SC Y CE FINANC. CON RTG;001;218;93303;63200;2018/005875;2018/005875;IFS-DEPORTIVO BÁSICO PARCELA 3.16. ADECUACIÓN PISTAS DE BALONCESTO Y FÚTBOL;218;VILLA DE VALLECAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;345000,00;345000,00;21799,73;0,00;323200,27;323200,27;322304,26;0,00;322304,26;
4;SC Y CE FINANC. CON RTG;001;218;93303;63200;2018/005876;2018/005876;IFS-DEPORTIVO BÁSICO PARCELA 3.16. ADECUACIÓN DE DOS PISTAS DEPORTIVAS INFANTILES;218;VILLA DE VALLECAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;230000,00;230000,00;3932,95;0,00;226067,05;226067,05;223185,38;0,00;223185,38;
4;SC Y CE FINANC. CON RTG;001;218;93303;63200;2018/005877;2018/005877;IFS-DEPORTIVO BÁSICO PARCELA 2.100. ADECUACIÓN DE DOS  PISTAS DEPORTIVAS INFANTILES;218;VILLA DE VALLECAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;230000,00;230000,00;40,90;0,00;229959,10;229959,10;183074,50;0,00;50052,81;
4;SC Y CE FINANC. CON RTG;001;218;93303;63200;2018/006069;2018/006069;IFS-ESCUELA HOSTELERIA EN MERCADO SANTA EUGENIA. OBRAS DE REFORMA;218;VILLA DE VALLECAS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;1375447,00;1375447,00;103527,94;0,00;1271919,06;1271919,06;1160318,91;0,00;611495,47;
4;SC Y CE FINANC. CON RTG;001;218;93303;63200;2018/006585;2018/006585;IFS-ESCUELA DE HOSTELERÍA, MERCADO DE SANTA EUGENIA. OBRAS DE REPARACIÓN Y EFICIENCIA ENERGÉTICA;218;VILLA DE VALLECAS;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;07;CENTROS PARA LA PROMOCIÓN DE EMPLEO;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;90000,00;90000,00;21,94;0,00;89978,06;89978,06;89978,05;0,00;86890,57;
4;SC Y CE FINANC. CON RTG;001;218;93303;63200;2018/008030;2018/008030;IFS-COLEGIOS PÚBLICOS VILLA DE VALLECAS. ADECUACIÓN ZONAS DE JUEGO Y DEPORTIVAS EN PATIOS  (ID: 2820);218;VILLA DE VALLECAS;05;EDUCACIÓN;00;COLEGIOS;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;100000,00;100000,00;46,47;0,00;99953,53;99953,53;99953,53;0,00;99953,53;
4;SC Y CE FINANC. CON RTG;001;219;23103;62599;2018/006088;2018/006088;IFS-EQUIPAMIENTO CENTROS DE MAYORES VICÁLVARO;219;VICALVARO;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;20000,00;20000,00;8678,95;0,00;11321,05;11321,05;0,00;0,00;0,00;
;;001;219;23103;63599;2018/000324;2018/000324; EQUIPAMIENTO CENTROS DE MAYORES VICÁLVARO;219;VICALVARO;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;01;CENTROS DE MAYORES;;;;;;;11000,00;0,00;11000,00;11000,00;0,00;0,00;0,00;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;219;32301;62599;2018/006712;2018/006712;IFS-COLEGIOS PÚBLICOS DEL DISTRITO DE VICÁLVARO. ADQUISICIÓN MOBILIARIO DIVERSO;219;VICALVARO;05;EDUCACIÓN;00;COLEGIOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;15000,00;15000,00;872,62;0,00;14127,38;14127,38;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;219;32301;62599;2018/006713;2018/006713;IFS-ESCUELAS INFANTILES DEL DISTRITO DE VICÁLVARO. ADQUISICIÓN MOBILIARIO DIVERSO;219;VICALVARO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;60000,00;60000,00;401,43;0,00;59598,57;15676,53;0,00;0,00;0,00;
;;001;219;32301;63200;2018/000321;2018/000321; OBRAS DE CONSERVACION CENTROS DOCENTES DE ENSEÑANZA DISTRITO DE VICÁLVARO;219;VICALVARO;05;EDUCACIÓN;00;COLEGIOS;;;;;;;300000,00;-285095,75;14904,25;14904,25;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;219;32301;63200;2018/000321;2018/010321; COLEGIO PÚBLICO VICÁLVARO. ADECUACIÓN DEPÓSITO GASOIL;219;VICALVARO;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;3762,65;3762,65;0,00;0,00;3762,65;3762,65;3762,65;0,00;3762,65;
;;001;219;32301;63200;2018/000321;2018/020321; COLEGIO PÚBLICO SEVERO OCHOA. OBRAS ACONDICIONAMIENTO CHIMENEA;219;VICALVARO;05;EDUCACIÓN;00;COLEGIOS;;;;;;;0,00;2553,10;2553,10;0,00;0,00;2553,10;2553,10;2553,10;0,00;2553,10;
;;001;219;32301;63200;2018/001029;2018/001029; COLEGIO PÚBLICO ALFONSO X. ACONDICIONAMIENTO DE CARPINTERÍAS Y CALDERAS;219;VICALVARO;05;EDUCACIÓN;00;COLEGIOS;;;;;;;55012,00;0,00;55012,00;248,38;0,00;54763,62;54763,62;54757,63;0,00;54757,63;
;;001;219;32301;63200;2018/001040;2018/001040; COLEGIO PÚBLICO PEDRO DUQUE. SUBSANACIÓN DEFICIENCIAS ELÉCTRICAS;219;VICALVARO;05;EDUCACIÓN;00;COLEGIOS;;;;;;;11857,00;0,00;11857,00;0,67;0,00;11856,33;11856,33;11856,33;0,00;11856,33;
;;001;219;32301;63200;2018/001083;2018/001083; ESCUELA INFANTIL CIELO AZUL. OBRAS DE CONSERVACIÓN;219;VICALVARO;05;EDUCACIÓN;01;ESCUELAS INFANTILES;;;;;;;5000,00;0,00;5000,00;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;219;32301;63200;2018/001084;2018/001084; COLEGIO PÚBLICO VALDEBERNARDO. REPARACIÓN DE PISTAS;219;VICALVARO;05;EDUCACIÓN;00;COLEGIOS;;;;;;;35000,00;0,00;35000,00;1628,41;0,00;33371,59;33371,59;33371,59;0,00;33371,59;
;;001;219;32301;63200;2018/001085;2018/001085; COLEGIO PÚBLICO VALDEBERNARDO. ADECUACIÓN DEPÓSITO GASOIL;219;VICALVARO;05;EDUCACIÓN;00;COLEGIOS;;;;;;;6000,00;0,00;6000,00;6000,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;219;32301;63200;2018/001086;2018/001086; COLEGIOS PÚBLICOS DISTRITO VICÁLVARO. SUBSANCIÓN DEFICIENCIAS INSPECCIÓN TÉCNICA EDIFICIOS;219;VICALVARO;05;EDUCACIÓN;00;COLEGIOS;;;;;;;30000,00;0,00;30000,00;30000,00;0,00;0,00;0,00;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;219;33303;62599;2018/005280;2018/005280;IFS-CENTRO SOCIO JUVENIL VICALVARO.  MOBILIARIO;219;VICALVARO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;9000,00;9000,00;4523,00;0,00;4477,00;0,00;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;219;33303;62599;2018/006680;2018/006680;IFS-CENTRO CULTURAL EL MADROÑO. ADQUISICIÓN DE PROYECTORES;219;VICALVARO;10;CULTURA;03;CENTROS CULTURALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;1000,00;1000,00;132,28;0,00;867,72;867,72;867,72;0,00;0,00;
;;001;219;33401;60999;2018/001247;2018/001247; PLACAS CONMEMORATIVAS DISTRITO VICÁLVARO;219;VICALVARO;10;CULTURA;05;PROMOCIÓN DE LA CULTURA;;;;;;;0,00;16940,00;16940,00;2531,08;0,00;14408,92;14408,92;14408,92;0,00;0,00;
;;001;219;33401;62301;2018/008033;2018/008033; CUBIERTA PROTECTORA RECINTO FERIAL C/VILLABLANCA. INSTALACIÓN (ID: 1141);219;VICALVARO;10;CULTURA;04;OTROS CENTROS PARA MANIFESTACIONES CULTURALES;;;;;18;PRESUPUESTOS PARTICIPATIVOS;60000,00;0,00;60000,00;60000,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;219;33401;62599;2018/001190;2018/001190; EQUIPAMIENTO CENTRO JUVENIL VICÁLVARO;219;VICALVARO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;;;;;;;0,00;18150,00;18150,00;18150,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;219;33401;62999;2018/008032;2018/008032; PANTALLA PARA RETRANSMISIONES EN PARQUE DE VALDEBERNARDO. ADQUISICIÓN (ID: 2897);219;VICALVARO;10;CULTURA;01;ARCHIVOS Y PATRIMONIO DOCUMENTAL;;;;;18;PRESUPUESTOS PARTICIPATIVOS;5000,00;0,00;5000,00;5000,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;219;33401;63599;2018/000552;2018/000552; EQUIPAMIENTO CENTROS CULTURALES DISTRITO VICÁLVARO;219;VICALVARO;10;CULTURA;03;CENTROS CULTURALES;;;;;;;30000,00;-2695,47;27304,53;27304,53;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;219;33401;63599;2018/000552;2018/010552; EQUIPAMIENTO CENTRO CULTURAL EL MADROÑO;219;VICALVARO;10;CULTURA;03;CENTROS CULTURALES;;;;;;;0,00;2695,47;2695,47;0,00;0,00;2695,47;2695,47;2695,47;0,00;2695,47;
;;001;219;34201;60999;2018/008031;2018/008031; CIRCUITO BMX Y PISTA DE PATINAJE EN EL ANILLO VERDE DE VICÁLVARO. CONSTRUCCIÓN (ID: 3314);219;VICALVARO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;18;PRESUPUESTOS PARTICIPATIVOS;300000,00;-300000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;
4;SC Y CE FINANC. CON RTG;001;219;34201;60999;2018/008031;2018/008031;IFS-CIRCUITO BMX Y PISTA DE PATINAJE EN EL ANILLO VERDE DE VICÁLVARO. CONSTRUCCIÓN (ID: 3314);219;VICALVARO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;16;INV.FINANCIERAM. SOSTENIBLE;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;350000,00;350000,00;350000,00;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;219;34201;62599;2018/000344;2018/000344; EQUIPAMIENTO CENTROS DEPORTIVOS DISTRITO VICÁLVARO;219;VICALVARO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;84594,00;-84462,81;131,19;131,19;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;219;34201;62599;2018/000344;2018/010344; EQUIPAMIENTO CENTRO DEPORTIVO VICÁLVARO;219;VICALVARO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;69469,46;69469,46;0,00;14875,47;54593,99;54593,99;54593,99;0,00;54593,99;
;;001;219;34201;62599;2018/000344;2018/020344; EQUIPAMIENTO CENTRO DEPORTIVO VALDEBERNARDO;219;VICALVARO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;14993,35;14993,35;0,00;0,00;14993,35;14993,35;14993,35;0,00;14993,35;
4;SC Y CE FINANC. CON RTG;001;219;34201;62599;2018/005281;2018/005281;IFS-CENTRO DEPORTIVO VICÁLVARO. MOBILIARIO;219;VICALVARO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;20000,00;20000,00;1660,21;0,00;18339,79;915,79;915,79;0,00;0,00;
;;001;219;34201;63200;2018/000350;2018/000350; OBRAS DE CONSERVACION INSTALACIONES DEPORTIVAS DISTRITO DE VICÁLVARO;219;VICALVARO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;127000,00;-113452,16;13547,84;13547,84;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;219;34201;63200;2018/000350;2018/010350; CENTRO DEPORTIVO VALDEBERNARDO. OBRAS DE CONSERVACIÓN;219;VICALVARO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;2752,16;2752,16;0,00;0,00;2752,16;2752,16;2752,16;0,00;2752,16;
;;001;219;34201;63200;2018/001039;2018/001039; CENTRO DEPORTIVO VALDEBERNARDO. SUBSANACIÓN DEFICIENCIAS ELÉCTRICAS;219;VICALVARO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;5150,00;0,00;5150,00;4,05;0,00;5145,95;5145,95;5145,95;0,00;5145,95;
;;001;219;93302;63200;2018/000332;2018/000332; OBRAS DE CONSERVACIÓN EDIFICIOS DISTRITO VICÁLVARO;219;VICALVARO;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;266530,00;-223846,36;42683,64;42683,64;0,00;0,00;0,00;0,00;0,00;0,00;
;;001;219;93302;63200;2018/000332;2018/010332; LOCALES CALLE ABAD JUAN CATALÁN, 72. ADECUACIÓN;219;VICALVARO;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;00;ATENCIÓN AL CIUDADANO;;;;;;;0,00;42830,54;42830,54;0,00;0,00;42830,54;42830,54;42830,54;0,00;0,00;
;;001;219;93302;63200;2018/001010;2018/001010; CENTRO CULTURAL VALDEBERNARDO. ADECUACIÓN DE CALDERA;219;VICALVARO;10;CULTURA;03;CENTROS CULTURALES;;;;;;;49998,00;0,00;49998,00;0,75;0,00;49997,25;49997,25;49993,13;0,00;49993,13;
;;001;219;93302;63200;2018/001034;2018/001034; CENTRO DE ACOGIDA PERSONAS SIN HOGAR LUIS VIVES. SUBSANACIÓN DEFICIENCIAS ELÉCTRICAS;219;VICALVARO;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;06;PERSONAS SIN HOGAR;;;;;;;3085,00;0,00;3085,00;1,36;0,00;3083,64;3083,64;3083,64;0,00;3083,64;
;;001;219;93302;63200;2018/001035;2018/001035; ESCUELA DE MÚSICA VICÁLVARO. SUBSANACIÓN DEFICIENCIAS ELÉCTRICAS;219;VICALVARO;05;EDUCACIÓN;03;ESCUELAS DE MÚSICA;;;;;;;4299,00;0,00;4299,00;0,57;0,00;4298,43;4298,43;4298,43;0,00;4298,43;
;;001;219;93302;63200;2018/001037;2018/001037; CENTRO JÓVEN DE VICÁLVARO. SUBSANACIÓN DEFICIENCIAS ELÉCTRICAS;219;VICALVARO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;03;CENTROS JUVENILES;;;;;;;6084,00;0,00;6084,00;1,95;0,00;6082,05;6082,05;6082,05;0,00;6082,05;
